Nama,Komentar,Waktu,Likes,Reply Count
@Z3ne39,"Ya kalo belum bisa berpikir secara mateng, mereka gk akan merasa bersalah bang.
Mereka baru bisa sadar kalo kompetensi dunia kerja making ketat.",2024-08-11T12:07:36Z,0,0.0
@muhammadfikriaulia9861,Blom nemu skenario dmn joki itu diperluin . Yg gw nemu yg minta joki pasti kebanyakan karna males dan ga ngerti...,2024-08-11T12:07:31Z,0,0.0
@viannas8178,"Aku setuju kak eno,karna buat apa kuliah tapi cuma buat dapet ijasahnya aja tapi bukan ilmunya",2024-08-11T12:07:29Z,1,0.0
@enddarking,"Kalau lu sayang orang tua, pakailah otaklu buat ngerjain skripsi tanpa joki. Orang tua lu tahu kalau lu pakai joki itu bisa jadi bahan berbincangan tetangga atau keluarga besar dan merendahin derajat orang tua lu sendiri. Namun lu pakai usaha semaksimal mungkin, lu tahu betapa susahnya dan betapa berharganya skrpsimu bukan hanya tulisan ilmiah semata tetapi perjuangan besar jalan menuju keberhasilan melalui ketabahn dan kesabaran. Orang tua lu pasti bahagia karena lu memang menghargai skripsi lu sendiri.",2024-08-11T12:07:01Z,40,0.0
@seve7nin9e31,"kalo joki di dunia game skill issue bang, tapi kalo joki di dunia perkuliahan mah otak issue bang or Brain Issue",2024-08-11T12:07:01Z,0,0.0
@OIVINS1,"Pantes indo masih banyak SDM rendah orang:
- tidak taat peraturan 
- malas membaca 
- skripsi masih banyak joki
- ngenyel susah di bilangin 😂",2024-08-11T12:06:40Z,0,0.0
@ketupaats,Kamu joki UFC ya bang eno???,2024-08-11T12:06:21Z,0,0.0
@DarisalmeirKamil,0:46 WTH Intro,2024-08-11T12:05:53Z,0,0.0
@bagus5477,"Emang joki joki kont...., makanyeee yang lurus lurus aja kocak",2024-08-11T12:05:20Z,0,0.0
@Thfietra,"ENO terlalu baik di video ini hahah, gw kira bakal ada kata bego, tolol, bodoh, gw malahan lebih gak bisa tahan emosi tonton video elu eno",2024-08-11T12:04:57Z,0,0.0
@Apollyon47,"kebanyakan mahasiswa kaya gitu, asal2 ambil jurusan.

tipe2 yang ""WAH, JURUSAN NYA RAME NIH... AMBIL AH"" , ""WOW, UNIVERSITAS NYA TERKENAL!, SAYA NGGA TAU MAU AMBIL JURUSAN APA, AMBIL TERSERAH AJA DEH YANG PENTING MASUK"". Pas masuk ya stress karena pusing dan bingung karena jurusan yang di ambil itu dia ga paham betul untuk apa.

tapi ya, alhamdulillah pas kuliah dulu bisa cepat selesai selama 3.5 tahun",2024-08-11T12:04:27Z,3,0.0
@lyunz,"Gw setahun telat gonta ganti judul, sama penelitian gw datanya kurang banyak jadi ganti metodenya, sampe sekarang ga mau joki, baik itu pada penjumlahan, atau penulisan, karena gw ga paham, penulisan tahun mana yang dipake karena sekarang ribut antara penulisanya kaya artikel atau skripsi jaman dulu. 

Kemaren udah acc tapi gagal ujian sekali karena penulisan ternyata ngikut tahun kemaren. 

Besok gw ujian lagi, doain 😅.",2024-08-11T12:04:12Z,0,0.0
@f0_alpha,"Thank you bang, gw sekarang lagi ngerjain skripsi (semester 10), emang ada perasaan kasihan ortu karena belum lulus, bahkan ortu sempet nawarin untuk minta bantu temen(joki), tapi gw nolak, gw pengen selesaiin apa yang udah gw mulai, gw juga ngerasa lebih kasihan ke ortu kalo hasil skripsi itu bukan usaha gw, yah emang ga ada kerennya sih karena gagalnya lulus tepat waktu karena kebodohan gw, tapi ya dengan video ini gw jadi gak pusing lagi mikirin hal yang ga perlu",2024-08-11T12:03:14Z,0,0.0
@Flawlles007,"saya salah tapi........ #$%^$$%^&*)(*&^%$#@#$%^&^%$#
kek gini mahasiswa, cuih",2024-08-11T12:02:30Z,0,0.0
@muskihakimwiratmoko5206,"Sebenernya joki memang untuk menutupi kekurangan mereka bukan skillnya, entah itu joki game maupun pendidikan. Anggap ajalah lu joki ml ke immortal terus dipamerin ke temen-temennya, eh pas diaak mabar skillnya kayak player gm - epic. Begitu juga dengan jenis joki yang lain",2024-08-11T12:01:31Z,0,0.0
@IkanBabi-dw6su,"Ada pemikiran ga mau dipake,malah otak orang yang guna untuk buat kerja kuliah.hasilnya bukan buat sendiri tapi dijoki.bertahun tahun sekolah malah ngejoki.gimana mau hidup maju kalo orang ngebuat kerja lu,seharusnya lu tau buat kerja kuliah itu hasil kerja keras lu bukan orang lain,janji lu ada pengalaman buat kerja kuliah dari usaha diri lu sendiri.",2024-08-11T12:00:58Z,2,1.0
@IkanBabi-dw6su,"Cuba mikir secara dewasa,udah kuliah udah dewasa pemikirannya bukan bocah lagi.",2024-08-11T12:02:55Z,1,
@leleutube5141,"anak2 muda teriak2 kenapa pemerintah korupsi gila gilan, tapi disisi lain mereka melakukan korupsi dengan menggunakan JOki skripsi",2024-08-11T12:00:53Z,0,1.0
@MidNightREVolt,Ya benar. *MUNAFIK* sekali,2024-08-11T12:01:36Z,0,
@mosan12,"Menurut gue sih kalo lu sayang ortu ku justru lu harus sangat serius belajar supaya bisa lulus dengan normal tanpa joki, wkwkwkwkw",2024-08-11T12:00:32Z,0,0.0
@mentaripagi__,"Bang acc twitter gw lah, twitter lu digembok soalnya. Username twitter gw, nama depan A, belakangnya S, pake foto asli",2024-08-11T12:00:31Z,0,0.0
@OdaRaito-Udin,"mindset joki sudah mendarah daging, jangankan bikin skripsi maen game aja pake Joki.... yang jelas2 game buat hiburan...",2024-08-11T12:00:14Z,0,0.0
@P.A.N.D.O.R.A.A,"Hm.. aku suka nulis, so kadang aku ngejoki skripsi temen, but just for fun. Is that wrong?

Edit: it's not always about money 💰",2024-08-11T11:59:22Z,131,212.0
@argiyuana1600,tolol,2024-08-11T12:06:36Z,0,
@Messiwkwkwkw,6 menit yang lalu,2024-08-11T12:06:44Z,58,
@dykanizarzulfi,"Iya lu mikirnya buat fun doang, tp makin bikin temenlu bego wkwkwk",2024-08-11T12:06:53Z,249,
@RedBlueFlippedDonkey,Awh HELL NAH,2024-08-11T12:07:06Z,29,
@argiyuana1600,"iyaa,ntar duit jokinya buat beli otak yaa",2024-08-11T12:07:15Z,50,
@argiyuana1600,dongo,2024-08-11T12:07:49Z,0,
@ereshkigalwar5213,Seru juga bersenang senang diatas kebodohan orang,2024-08-11T12:08:03Z,71,
@MonstaInc.,"Hoby nulis bikin cerita kek, bikin artikel, bikin seni sastra lain kek malah joki...",2024-08-11T12:09:37Z,55,
@Saji_0,"lucu yah temen lu tambah bego, lu nya tambah pinter, mantap dah tuh farming ilmu dapet duit lagi",2024-08-11T12:09:47Z,0,
@wingky.,Is that wrong? Yang wrong cara pemikiran lo itu mah,2024-08-11T12:09:49Z,49,
@moefayaka,asik ya liatin temen e makin bobrok😹,2024-08-11T12:10:06Z,26,
@barenn-wc1bw,"Damn, elu gak kasihan sama temen lu yang gak berkembang itu?😢",2024-08-11T12:10:10Z,14,
@dolandulin163,pake nanya,2024-08-11T12:10:27Z,4,
@MonstaInc.,Cma buat fun tpi lu juga ikut andil melahirkan sdm rendah lainnya,2024-08-11T12:10:30Z,15,
@Vermounth.,secara ga langsung lu ngebuat tmn dongo,2024-08-11T12:12:20Z,0,
@fndorigin9021,Bang bagi duit bang,2024-08-11T12:13:52Z,0,
@axandraalex5869,"gw sk nsuk orang, so kdg gw nsuk orang just for fun. Is that wrong?",2024-08-11T12:14:09Z,20,
@ragemotion4653,Itu lu ngejoki apa dimanfaatkan tuh jatuhnya ? mentang² lu org pinter malah dimanfaatin ama temen lu yg gk sepinter elu biar bisa ikut lulus sma kek lu,2024-08-11T12:14:16Z,5,
@Vermounth.,"kalo emg suka nulis bsa lu salurin ke yg laen, bkin cerpen dll ga harus joki kan?",2024-08-11T12:14:27Z,0,
@adamalirezas3630,Just for fun☠️,2024-08-11T12:14:34Z,3,
@laillosidgar,"The one that's wrong is your head. Buat seneng2 kok ngejoki, itu namanya cari pundi.",2024-08-11T12:14:53Z,6,
@HangieSnap,Hobi kamu membuat kualitas sdm negaramu turun,2024-08-11T12:14:53Z,8,
@yatogeming,Harusnya lu ajarin teman lu itu buat nulis skripsi. Dari pada lu jokii,2024-08-11T12:14:59Z,9,
@Slaiolk8798,"bagus bg biar banyak yg bego , saingan makin dikit",2024-08-11T12:15:41Z,4,
@Ixaanityy,"man,
Why do stoopid people keep asking ""is that wrong?"" after doing some stoopid things like this one?",2024-08-11T12:15:54Z,0,
@amruzaky4939,Ga apa2 sih biar masyarakat Indo tambah bodoh. 😅 Setelah agak lama saya mikirnya Bodo amat SDM rendah ya. Toh tetep hidup meskipun tersiksa wkwkwk.,2024-08-11T12:16:28Z,0,
@prrinnterr7845,"Just for fun☺️☺️☺️, tunggu aja sampe anda ngos-ngosan karena tempat kerja anda bikin aturan ngasal berdasarkan arahan atasan anda, yaitu orang yang anda jokiin☺️☺️ (Ingat, beliau bisa jadi atasan anda dengan kemampuan begitu salah satunya berkat anda🥰🥰), kabar-kabarin kalo masih fun yaaa🥰🥰🥰 

(We are the same kog, saya dulu pernah ngejoki juga, sekarang komitmen untuk stop🙏)",2024-08-11T12:17:15Z,8,
@tattletalestrengler8946,Yes it is WRONG,2024-08-11T12:17:58Z,1,
@sandynagara4189,"pake nanya lagi, ya salah lah kocak apapun alasan lu",2024-08-11T12:19:29Z,5,
@ms.nova.m2936,"Kebahagiaan untukmu, bukti temenmu itu Bodoh. Itu lah kesalahan. Kalo Lu Suka Nulis, harusnya Lu ngasih arahan ke Temen Lu dalam mengerjakan Skripsi bukan yang ngebuat Skripsinya. Kalo temen lu ga bisa bikin Skripsi, harusnya lu Suruh ngulang Semester lagi. Bobroknya Negara kita karena Orang-orang Tolol kaya temen lu.",2024-08-11T12:20:36Z,0,
@geiz9156,"1. Ya lu salah
2. suruh mereka bayar lah enak aje for fun",2024-08-11T12:21:04Z,4,
@AnzukaSasha,​@@dykanizarzulfi biarin temen nya dibikin bego 😂,2024-08-11T12:21:15Z,1,
@fredybudiman1257,semoga u dapat dokter bekas u jokiin pas u sakit dan lihat dia diagnosis u kayak gmn,2024-08-11T12:21:31Z,3,
@anisahresta1212,"just for fun, NDASMU 😂",2024-08-11T12:22:21Z,1,
@lifeofuqi,wrong,2024-08-11T12:22:34Z,0,
@dantepalsu,bodo ah cape,2024-08-11T12:22:50Z,0,
@rafa4937,Wrong😜,2024-08-11T12:22:56Z,1,
@chama420,Mending bikin buku bang,2024-08-11T12:23:17Z,1,
@ugi7014,"Jika anda suka menulis, kenapa enggak buat cerita di wattpad saja 🗿??",2024-08-11T12:24:47Z,0,
@BecomeZen,Is that wrong😂? Mau lo pas sakit diurus sm temen itu,2024-08-11T12:26:13Z,0,
@Happylife_202,"Kemungkinan besar nulis buku lebih baik, kalau mau ""just for fun"" buat nulis sekalian nyari duit",2024-08-11T12:26:32Z,2,
@bendotkram538,"lo suka nulis ga wrong, yang salah itu ngejokiinnya, alhasil temen lu jadi manja dan ga well-prepared sama skripsinya",2024-08-11T12:29:59Z,0,
@arifjayas9024,"""aku cuman korupsi for fun what's wrong"" vibe 
🤣🤣🤣",2024-08-11T12:30:28Z,1,
@gandhyal,Wrong? Yes! End of the story!,2024-08-11T12:31:13Z,0,
@justaloser5861,"Hm.. aku suka uang, so kadang aku korupsi uang rakyat, but just for fun. Is that wrong?",2024-08-11T12:31:39Z,0,
@yusufpratama6092,Gpp lah dia ngelakuin itu supaya semua orang bodoh dan saingan untuk di terima kerja berkurang,2024-08-11T12:31:47Z,0,
@Bobthebuilder-18,"Iya, lu tanpa sadar udah ngebuat orang bodoh, kalo itu orang jadi males gimana? Nanti pada males belajar, nanti pada jadi bodoh, nanti pas lulus mereka jadi bodoh. Kan gak lucu ada dokter modal chatgpt",2024-08-11T12:32:02Z,0,
@bingung746,🤡:,2024-08-11T12:32:43Z,2,
@raihanrusli2720,Koruptor pun cuma just for fun,2024-08-11T12:33:29Z,3,
@rizkyazzahramaharani111,"Nah mulai, penyepong joki muncul 🫵💀",2024-08-11T12:33:37Z,2,
@lazlow455,"aku gk mau dimasa depan dokter operasi ku hasil joki, buat kau fun mungkin tapi buat ku itu nyawa yg kupercayakan ke orang yg ternyata gk memenuhi syarat jadi dokter.",2024-08-11T12:34:37Z,2,
@Jesteralwy02,"​@@ragemotion4653nggak kayak gitu bree, kadang joki itu diperlukan ketika kita itu diposisi kamu lagi kondisi kerjaan sudah terlalu ketat dan kamu masih kuliah akhir, ya itu opsi paling terakhir",2024-08-11T12:36:21Z,0,
@kohfarrel,wkwkwk konyol2 orang2 kek lu begini yg cmn nyari keuntungan pribadi,2024-08-11T12:38:39Z,0,
@rizkyanandapratamahambaAllah,HAHAHAHA IYA FUN... BENAR.... FUN... FUNTEK,2024-08-11T12:39:31Z,1,
@inot9089,"kalo suka nulis, ya nulis buku aja, ada cerpen, novel, atau masuk bidang copywriting, jadi penulis film, more fun",2024-08-11T12:40:58Z,0,
@Baga.476,are u high?,2024-08-11T12:42:00Z,0,
@greattalented111,wrong dan bisa dipidana.  Tindakan Pidana sesuai pasal 70 UU Sisdiknas. Hukumannya dua tahun penjara dan denda Rp200 juta,2024-08-11T12:43:00Z,1,
@julian-hn3wr,pake nanya lagi 😅,2024-08-11T12:44:29Z,0,
@ReinzerF_13,"skripsi itu not just for fun, ada nilai / value disitu karna kelulusan orang tergantung penilaian skripsi

kalo misal ngejoki disini artiannya itu bantu tmn km, misal dia yang cari materi, km bantu ketik/edit lah ato apalah itu gk masalah, itu bantu tmn, menurutku

tapi kl misal jokinya itu dari awal sampe akhir, sepertinya agak aneh kl dikerjain cm sebatas ""for fun"" pasti ada lah alasan apapun itu misal mau ""pdkt""

terlepas dari itu ngejoki itu ttp salah, karna menurutku skripsi itu kan untuk mengetahui seberapa dalam yang telah kita pelajari selama jadi mahasiswa/i
kalo dijoki yah sama aja dia gk paham apa apa dong yang selama ini dia pelajari",2024-08-11T12:44:39Z,0,
@relpler69,"Alergi kemajuan
Mendorong kemunduran
-Feast",2024-08-11T12:45:34Z,6,
@Jesteralwy02,"Sebenarnya nggak ada masalah dengan menjokikan skripsi teman kita, tapi ingat bro, kurikulum pendidikan tinggi ini pasti banyak revisinya lagi, bahkan ada kebijakan untuk melarang AI",2024-08-11T12:48:02Z,1,
@santrioahmad,48 Menit lalu 🤭🤭,2024-08-11T12:48:12Z,0,
@nextbigthing8034,tolol,2024-08-11T12:49:34Z,0,
@wildan7243,Yes it is.,2024-08-11T12:49:51Z,0,
@kaisarnero666,Wkwkw for fun or for money ..? Dude..?,2024-08-11T12:50:07Z,1,
@RaakunCh,hell nah daWg,2024-08-11T12:51:39Z,0,
@Jimmy-m7p,Kepala bapak kau for fun,2024-08-11T12:57:47Z,0,
@Mister-u6t,gk bro. its okey,2024-08-11T12:57:57Z,0,
@AyengCoy,fun banget bro lu ngejokiin temen lu yg dimana gelar dia itu akan dipertanggung jawabkan nantinya. Suka nulis ya bikin artikel kek karya apa kek malah ngejokiin temen yang gak ada guna sama sekali awoekawoekawoekwa hidup lu yg lawak.,2024-08-11T12:59:12Z,0,
@Suapannasi,are you stupid?,2024-08-11T13:00:22Z,0,
@muhammaddimas7935,"iya salah, LU EGOIS.",2024-08-11T13:03:47Z,0,
@natusvincere45,Tumben peliharaan admin muncul,2024-08-11T13:04:44Z,0,
@syahiranjamri,"Bah
Klau gitu yg pinter kau Jak
Kawan kau goyang"" kaki sambil main ml",2024-08-11T13:05:35Z,0,
@teduhazalia4010,Bego dan sesat,2024-08-11T13:06:26Z,0,
@artphyputramulyautama5738,Pantas dapat pin of shame,2024-08-11T13:07:20Z,0,
@JeliodeHartek,"Kl saja kau seorang ""Anti Villain"", mungkin bukan masalah🎉",2024-08-11T13:08:33Z,0,
@fauzanmuhammad789,Bayangin orang yg ngejoki dari lu lulus kerja ke BUMN dgn gaji ratusan juta sementara lu masih nolep di kamar kos 😂,2024-08-11T13:10:01Z,0,
@juuli988,Ibaratnya elu bertanggung jawab asal lulusan2 palsu yg lu jokiin,2024-08-11T13:10:59Z,0,
@jibbbbbbbbb,rong bang,2024-08-11T13:13:40Z,0,
@iwal69,do ngo,2024-08-11T13:14:20Z,0,
@asekasek24,otak lu nyangkut di meki emak lo,2024-08-11T13:16:59Z,0,
@zainulmuttaqin6486,for fun lu jadi masalah pendidikan tinggi krna lu sama si mahasiswa males itu nipu kampus..,2024-08-11T13:17:56Z,0,
@AdolfNgilller,"LU GA MIKIR ? LU MUNGKIN PINTER, TAPI  GA BIJAK SAMA SEKALI.",2024-08-11T13:19:49Z,0,
@MDi424,"dari pemikiranmu, sudah terlihat kualitas SDM mu 😂",2024-08-11T13:21:16Z,0,
@nurhariyanto5438,blud pamer kepintarannya dengan cara yg salah..,2024-08-11T13:21:20Z,0,
@checktech6089,"ga bang, terusin aja bang, gw dukung UMKM.. 😂😂",2024-08-11T13:21:33Z,0,
@greendofield,yaiyalah wrong.,2024-08-11T13:23:08Z,0,
@xenon8067,pin of shame,2024-08-11T13:24:54Z,0,
@BudakGaming-BG,coba tulis pengalaman joki kamu ke Linkedin. berani ngga?,2024-08-11T13:25:22Z,0,
@3manification,"Tetep salah, woiii!!! Itu namanya lu menjebak temen lo!!! Bayangin andai teman lu nanti ketahuan, ditangkap polisi, trus dipermalukan!!!",2024-08-11T13:26:02Z,0,
@irfanngacengan4948,aneh bgt having fun nya,2024-08-11T13:27:50Z,0,
@Steramell,malu gak lu? ya malu lah akwkawk,2024-08-11T13:28:01Z,0,
@sfoxsdev,anyink kek gini generasi emas 🤣🤣,2024-08-11T13:28:06Z,0,
@dhimasendrak,"Sikopat yg nyiksa org juga mikir having fun, joker yg ledakin gedung bakar uang juga buat having fun, apakah itu salah ? Pikir sendiri, udah mampu buat skripsi harusnya bisa mikir.",2024-08-11T13:28:48Z,0,
@uwaisnaufalkusuma7923,"ISBN sudah menipis, apakah ISSN juga ingin dibuat menipis karena *for fun* kamu?",2024-08-11T13:31:07Z,0,
@19putusancahya83,sok inggris bego,2024-08-11T13:34:45Z,0,
@zaidanhibar8535,"Wrong bang, nulis lu bisa dipake jadi copywriter yang sama sama dibayar juga",2024-08-11T13:35:07Z,0,
@rearehanimation,"Bjirr bisa bisanya masih nanya, ya jelas salah lah cok, lu ngasih jalan buat org berbuat curang lho, masih nanya itu salah apa enggak??",2024-08-11T13:38:47Z,0,
@user-bb7wq1hh3o,Literally pin of shame.,2024-08-11T13:39:17Z,0,
@bayurh4893,"Ya lu ga masalah, masalahnya orang yang minta joki lo itu mengakui dengan bangga kalau itu punyanya bahkan ciptaannya. 

Kalau novel, secara ga langsung dia telah melanggar etik, karena menulis karya tanpa ide dan usahanya",2024-08-11T13:41:10Z,0,
@reyhany.i8014,"saya bang orang yg sering jokiin tugas sampe toefl orang , even gw pernah toefl in anak s2 (gw blm lulus S1)",2024-08-11T11:59:09Z,0,0.0
@ema6896,Bang aku pernah jadi joki bantuin temen aku yang real pen joki. aku setuju sih skripsi joki itu gk bener setidaknya menurutku joki boleh aja asalkan bukan ke hal hal yang se signifikan itu kek skripsi. Joki boleh aja lah ketika ad tugas2 yg dmna mereka udh nge stuck di titik yg g bisa mereka capai lgi.,2024-08-11T11:59:06Z,0,0.0
@crescentevita,"Bang, bagaiamana opini lu terhadap orang yang dipaksa masuk salah satu jurusan sama orang tuanya dan dituntut harus bagus.",2024-08-11T11:58:53Z,0,0.0
@varenicou,"gue dulu juga pake kok jasa Joki, udah bayar pertama si kang Joki Skripshit ilang.
akhirnya gw kerjain skripshitnya sendiri, and i've proven myself that i'm not a shit.",2024-08-11T11:58:47Z,0,0.0
@AsepMustofaIkhwanulJamil,"Masih menanti perkara, Kampus-kampus yang mempersulit Mahasiswa untuk mengerjakan Skripsi, karena ada di Suatu Kampus di Suatu Jurusan sampai-sampai meng-akar daging perkara Syarat Minimum Bisa Jalan Ngerjain Skripsi yaitu semester 9. sampai-sampai jadi muncul senioritas dalam hal skripsi, semester-semester dibawah 9 enggak boleh mendahului kating dalam pengerjaan skripsi. karena para kating-kating itu buat ketemu dosennya selalu di undur-undur, di persulit.
*Bukan Jurusan Perkara IPA.",2024-08-11T11:58:34Z,0,0.0
@adyndadafana2296,bang bahas org ngerjain SIMAK UI pakai AI,2024-08-11T11:58:26Z,0,0.0
@arimadesu4585,kita hidup di zaman saat anak-anak bisa lulus sekolah tanpa harus bisa baca tulis dan orang bisa lulus sarjana tanpa ngerti cara bikin skripsi,2024-08-11T11:58:21Z,2,0.0
@apu906,Joki itu bagus sebenarnya tapi lebih bagus lagi pake skill sendiri biar tau tolak ukur kemampuan sendiri gk bisa dipungkiri akupun pernah pake joki karena terpaksa deadline itupun 1x doang sisanya no joki buat yg tetep mau joki silahkan namun setelah itu pelajari agar suatu saat ada tugas yg serupa bisa dikerjakan sekian.,2024-08-11T11:58:06Z,0,0.0
@greedwtson,🫠.,2024-08-11T11:57:45Z,0,0.0
@agunglaras,"aku yg selesai kuliah tanpa joki, sakit ati liat kalian selesai pake skripsi. sakit ati.",2024-08-11T11:57:44Z,0,0.0
@dan93doang,"4:49 kalau loe sayang ama orang tua loe, loe ngerasa punya otak goblok males bla bla mending engga usah kuliah abis sma udah jadi tukang bangunan.",2024-08-11T11:57:34Z,0,0.0
@renaldyhaen,"4:50 Cara lu membalas komentar ini tuh menggunakan sudut pandang JIKA Kuliah tersebut menjadi permintaan bocahnya sendiri. Tapi yang terjadi di lapangan, banyak juga orangtua yang justru memaksakan anaknya buat kuliah. Menurut gua sih ada 2 kemungkinan terbesar yang membuat masalah ini. Pertama, stigma ""usia terlalu tua"" kalau lulusnya telat atau kelamaan, masalah batas usia kerja minimal. Kedua sih karena status sarjana ini masih dianggap ampuh untuk menaikkan derajat sosial. 
. 
Gua bukan bermaksud membela joki. Tapi pembahasan lu itu sempit karena cuma membahas personal ""mahasiswa"" itu sendiri. Padahal tekanan dari luar ini bisa ngasih pengaruh yang lebih besar. Lu mungkin berpikir, ""gak kuat, keluar aja langsung"". Tapi kenyataannya, karena pas gua kuliah juga ada beberapa masiswa yang gugur (Drop out). Gua bisa melihat beberapa mahasiswa ini memang kelihatan kesulitan dan tertekan dalam mengikuti pembelajaran. Tapi ada suatu faktor yang bikin orang-orang ini tidak kunjung DO. 
.
Ini mungkin bukan masalah kuliah ya. Tapi ada anak tetangga yang pernah konflik sama bapaknya dan kabur dari rumah satu bulanan, karna bapaknya maksa banget buat masukin anaknya ke Pesantren. Padahal ini anak udah keren lah kalau menurut gua, sering ikut kegiatan sosial, rajin ke masjid, dan gak pernah nakal. Tapi di sini lu harus sadar, kalau di luar sana gak selalu mulus kayak paha artis JAV. 
.
Simpulannya sih, sekedar Khotbah no Jutsu atau online shamming ke suatu individu itu gak bakalan terlalu ngaruh. Karena ada faktor lain dari luar yang memberikan pengaruh lebih besar pada masalah ini.",2024-08-11T11:56:56Z,10,6.0
@muhammadhaykalfikri1647,"Bahasannya kejauhan. Dari konteks komentar yang ditunjukkin di menit tersebut aja keliatan kalo 'dia pengen lulus' bukan 'dia dipaksa lulus'. Jadi kalo lu emang ngebahas cara Bang Eno membalas komentar tersebut, liat full konteks dari komentarnya. Lagipula dia bilang ngebela orang tua harusnya orang itu melakukan yang terbaik buat demi orang tuanya yang udah membiayai dia, bukan malah ngekhianatin mereka.",2024-08-11T12:34:41Z,5,
@zaidanhibar8535,"Live your life sih, walaupun ortu maksa kalau lu udah bilang engga jadinya ga punya beban moral. Tapi harus siap hidup mandiri aja",2024-08-11T13:46:56Z,0,
@renaldyhaen,"​@@muhammadhaykalfikri1647 Pemaksaan itu kadang gak harus kelihatan jelas marah-marah dan banting-banting barang. Tapi ada istilah ""Peer Pressure"" atau pemaksaan secara halus yang gak semua orang bisa tahan menghadapi. Selain itu naif juga sih kalau lu berpikir Orangtua tidak ikut berperan dalam proses perjokian ini. Biaya joki itu mahal, prosesnya juga gak bisa sekali jadi langsung kelar. Biasanya orangtua memang mengetahui atau bahkan mendorong buat pakai joki, daripada lama gak lulus.
.
Seperti poin yang gua sebutkan sebelumnya. Gelar sarjana ini jadi semacam alat untuk menunjukkan status sosial juga. Ada ""beban sosial"" juga di sini yang bikin orang/keluarga merasa malu kalau kuliah kelamaan, gagal kuliah di tengah jalan, dan apalagi kalau lingkungan sekitar namanya udah pada seger karena banyak es-esnya. Di jaman modern gini harusnya pahamlah kita, betapa kuatnya pengaruh ""gengsi"" ke kehidupan orang.",2024-08-11T14:01:59Z,0,
@renaldyhaen,"​@@zaidanhibar8535 Ya emang, tapi gak semua orang punya kemampuan seperti itu. Tapi melihat budaya kita, agak susah kayaknya mendorong orang untuk memotong tali silaturahmi sama keluarga. Singkatnya sih, beban moral dari pakai joki itu masih jauh lebih ringan daripada memutus hubungan sama keluarga.",2024-08-11T14:06:46Z,0,
@muhammadhaykalfikri1647,"@@renaldyhaen Pertama, gk ada indikasi secara eksplisit yang menyatakan soal 'peer pressure' yang lu maksud itu, karena sekali lagi, diliat dari konteks komentarnya ya, konteksnya adalah 'gue pengen lulus, karena gamau membebani orang tua' diliat dari keywordnya yaitu 'gue ga tega liat orang tua gue musti banting tulang buat bayarin kuliah gue', sama 'gue akan selalu bela orang tua gua', yang mana artinya, dia nurut disuruh kuliah sama orang tuanya tanpa paksaan, kesampingin peer pressure yang lu maksud itu karena gue di sini bener-bener bahas konteks dari komentarnya secara utuh. Ya gue paham kok soal peer pressure karena emang banyak orang tua yang cara didik anaknya kayak gitu, termasuk gue yang dididik sama orang tua gue juga kayak gitu. 

Kedua,  gue gak bilang orang tua gk sepenuhnya ikut berperan dalam fenomena joki ini. Tapi, dari yang gue liat di sekitar gue orang-orang yang pake joki itu pada diem-diem dan tanpa sepengetahuan orang tua mereka. Dan balik lagi ke konteks komentar yang dimaksud ini, kgk ada indikasi secara eksplisit kalo orang tua yang bersangkutan ikut andil dalam joki skripsinya. Inget kita bahas komentarnya, dan maaf kalo gue selalu balik ke konteks karena ini yang gue pelajari di kuliah. However, Emang beberapa oknum orang tua ikut andil yang sampai mendorong anaknya buat pake joki buat lulus skirpsi emang ada, dan gak menutup kemungkinan kalo banyak. Tapi kesampingin sebab dan alasannya kek soal gengsi keluarga dsb. Kalo emang lu sebagai orang tua menekan anaknya buat kuliah, berarti harus tau resikonya kalo misal anaknya kurang mampu buat sekedar lulus. Mau lu banting tulang buat bayar kuliah lah, mau apa lah, gengsi? malu? itu udah resiko sebagai pihak yang menyuruh anaknya buat kuliah, karena segala sesuatu itu ada bayarannya. Kalo anaknya gk mampu buat lulus dan gamau ambil resiko dari ketidakmampuan anaklu itu, ya suruh anaklu mundur dari dunia perkuliahan. Kalo semisal emang lu sebagai orang tua nyuruh ato maksa anaknya buat make joki skripsi, I would say you're just failed to be parents, karena berkat keputusanlu orang-orang sekitar ruangan kerja anaklu bakal kena imbasnya akibat 'incompetency' anaklu yang lulus kuliah pake joki tersebut. 

Kalo emang orang tua salah satu penyebab anaknya pake joki skripsi, tambahin aja orang tuanya sebagai salah satu variabel 'pelaku joki'nya, daripada cuma jadi alasan anaknya pake joki skripsi. Karena kuliah tuh bukan cuma sekedar nyari lulus, tapi juga nyari 'kompetensi' berdasarkan jurusan yang diambil.",2024-08-11T14:48:28Z,0,
